x,y,z
-1.01475, -0.175063, 0.0535016
-1.01497, -0.176513, 0.0543708
-1.01519, -0.177962, 0.0552462
-1.01542, -0.179411, 0.0561277
-1.01565, -0.180858, 0.0570152
-1.01587, -0.182305, 0.0579087
-1.0161, -0.183751, 0.0588082
-1.01633, -0.185195, 0.0597136
-1.01656, -0.186639, 0.060625
-1.0168, -0.188082, 0.0615423
-1.01703, -0.189525, 0.0624654
-1.01726, -0.190966, 0.0633944
-1.0175, -0.192406, 0.0643292
-1.01773, -0.193845, 0.0652698
-1.01797, -0.195284, 0.0662162
-1.0182, -0.196721, 0.0671683
-1.01844, -0.198157, 0.0681261
-1.01868, -0.199593, 0.0690895
-1.01892, -0.201027, 0.0700586
-1.01916, -0.202461, 0.0710333
-1.0194, -0.203893, 0.0720136
-1.01964, -0.205325, 0.0729994
-1.01988, -0.206755, 0.0739907
-1.02012, -0.208185, 0.0749876
-1.02036, -0.209613, 0.0759899
-1.02061, -0.21104, 0.0769976
-1.02085, -0.212467, 0.0780107
-1.0211, -0.213892, 0.0790292
-1.02134, -0.215316, 0.080053
-1.02159, -0.21674, 0.0810822
-1.02183, -0.218162, 0.0821166
-1.02208, -0.219583, 0.0831562
-1.02233, -0.221003, 0.0842011
-1.02257, -0.222421, 0.0852511
-1.02282, -0.223839, 0.0863063
-1.02307, -0.225256, 0.0873666
-1.02332, -0.226671, 0.088432
-1.02357, -0.228085, 0.0895024
-1.02382, -0.229499, 0.0905779
-1.02407, -0.230911, 0.0916584
-1.02432, -0.232322, 0.0927438
-1.02457, -0.233731, 0.0938341
-1.02482, -0.23514, 0.0949294
-1.02507, -0.236547, 0.0960294
-1.02532, -0.237954, 0.0971344
-1.02557, -0.239359, 0.0982441
-1.02582, -0.240762, 0.0993586
-1.02607, -0.242165, 0.100478
-1.02632, -0.243566, 0.101602
-1.02657, -0.244966, 0.10273
-1.02682, -0.246365, 0.103863
-1.02707, -0.247763, 0.105001
-1.02733, -0.249159, 0.106144
-1.02758, -0.250555, 0.107291
-1.02783, -0.251949, 0.108442
-1.02808, -0.253341, 0.109598
-1.02833, -0.254732, 0.110758
-1.02858, -0.256122, 0.111923
-1.02883, -0.257511, 0.113092
-1.02908, -0.258899, 0.114265
-1.02933, -0.260285, 0.115443
-1.02959, -0.261669, 0.116625
-1.02984, -0.263053, 0.117811
-1.03009, -0.264435, 0.119001
-1.03034, -0.265816, 0.120196
-1.03059, -0.267195, 0.121394
-1.03083, -0.268573, 0.122597
-1.03108, -0.26995, 0.123804
-1.03133, -0.271325, 0.125014
-1.03158, -0.272699, 0.126229
-1.03183, -0.274071, 0.127448
-1.03208, -0.275442, 0.12867
-1.03232, -0.276812, 0.129897
-1.03257, -0.27818, 0.131127
-1.03282, -0.279547, 0.132361
-1.03306, -0.280912, 0.133599
-1.03331, -0.282276, 0.134841
-1.03355, -0.283639, 0.136086
-1.0338, -0.285, 0.137335
-1.03404, -0.286359, 0.138588
-1.03428, -0.287717, 0.139844
-1.03453, -0.289074, 0.141103
-1.03477, -0.290429, 0.142367
-1.03501, -0.291782, 0.143633
-1.03525, -0.293134, 0.144903
-1.03549, -0.294484, 0.146177
-1.03573, -0.295833, 0.147454
-1.03597, -0.297181, 0.148734
-1.0362, -0.298527, 0.150017
-1.03644, -0.299871, 0.151304
-1.03668, -0.301214, 0.152594
-1.03691, -0.302555, 0.153887
-1.03715, -0.303894, 0.155183
-1.03738, -0.305232, 0.156483
-1.03761, -0.306569, 0.157785
-1.03784, -0.307903, 0.159091
-1.03808, -0.309236, 0.160399
-1.03831, -0.310568, 0.16171
-1.03853, -0.311898, 0.163025
-1.03876, -0.313226, 0.164342
-1.03899, -0.314553, 0.165662
-1.03922, -0.315877, 0.166984
-1.03944, -0.317201, 0.16831
-1.03966, -0.318522, 0.169638
-1.03989, -0.319842, 0.170969
-1.04011, -0.321161, 0.172302
-1.04033, -0.322477, 0.173638
-1.04055, -0.323792, 0.174977
-1.04077, -0.325105, 0.176318
-1.04098, -0.326416, 0.177661
-1.0412, -0.327726, 0.179007
-1.04141, -0.329034, 0.180356
-1.04163, -0.33034, 0.181707
-1.04184, -0.331645, 0.18306
-1.04205, -0.332947, 0.184415
-1.04226, -0.334248, 0.185772
-1.04247, -0.335548, 0.187132
-1.04268, -0.336845, 0.188494
-1.04288, -0.338141, 0.189858
-1.04309, -0.339434, 0.191224
-1.04329, -0.340727, 0.192592
-1.04349, -0.342017, 0.193961
-1.04369, -0.343305, 0.195333
-1.04389, -0.344592, 0.196707
-1.04409, -0.345877, 0.198083
-1.04428, -0.34716, 0.19946
-1.04448, -0.348441, 0.200839
-1.04467, -0.34972, 0.20222
-1.04486, -0.350998, 0.203602
-1.04505, -0.352273, 0.204986
-1.04524, -0.353547, 0.206372
-1.04543, -0.354819, 0.207759
-1.04561, -0.356089, 0.209148
-1.0458, -0.357357, 0.210538
-1.04598, -0.358623, 0.211929
-1.04616, -0.359888, 0.213322
-1.04634, -0.36115, 0.214716
-1.04651, -0.362411, 0.216112
-1.04669, -0.36367, 0.217508
-1.04686, -0.364926, 0.218906
-1.04704, -0.366181, 0.220305
-1.04721, -0.367434, 0.221705
-1.04737, -0.368686, 0.223106
-1.04754, -0.369935, 0.224508
-1.04771, -0.371182, 0.225911
-1.04787, -0.372428, 0.227315
-1.04803, -0.373671, 0.22872
-1.04819, -0.374913, 0.230125
-1.04835, -0.376152, 0.231531
-1.04851, -0.37739, 0.232938
-1.04866, -0.378626, 0.234346
-1.04881, -0.37986, 0.235754
-1.04897, -0.381092, 0.237163
-1.04911, -0.382322, 0.238572
-1.04926, -0.38355, 0.239982
-1.04941, -0.384776, 0.241392
-1.04955, -0.386, 0.242803
-1.04969, -0.387223, 0.244214
-1.04983, -0.388443, 0.245625
-1.04997, -0.389662, 0.247036
-1.05011, -0.390878, 0.248448
-1.05024, -0.392093, 0.249859
-1.05038, -0.393306, 0.251271
-1.05051, -0.394517, 0.252683
-1.05064, -0.395726, 0.254095
-1.05076, -0.396933, 0.255506
-1.05089, -0.398138, 0.256918
-1.05101, -0.399341, 0.25833
-1.05113, -0.400543, 0.259741
-1.05125, -0.401742, 0.261152
-1.05137, -0.40294, 0.262563
-1.05149, -0.404136, 0.263973
-1.0516, -0.40533, 0.265383
-1.05171, -0.406522, 0.266793
-1.05182, -0.407713, 0.268202
-1.05193, -0.408901, 0.26961
-1.05204, -0.410088, 0.271018
-1.05214, -0.411273, 0.272426
-1.05225, -0.412456, 0.273832
-1.05235, -0.413638, 0.275238
-1.05245, -0.414818, 0.276643
-1.05255, -0.415996, 0.278048
-1.05264, -0.417172, 0.279451
-1.05274, -0.418346, 0.280854
-1.05283, -0.419519, 0.282256
-1.05292, -0.420691, 0.283657
-1.05301, -0.42186, 0.285056
-1.05309, -0.423028, 0.286455
-1.05318, -0.424195, 0.287853
-1.05326, -0.425359, 0.289249
-1.05335, -0.426523, 0.290644
-1.05343, -0.427684, 0.292039
-1.05351, -0.428844, 0.293431
-1.05358, -0.430003, 0.294823
-1.05366, -0.43116, 0.296213
-1.05373, -0.432316, 0.297602
-1.05381, -0.43347, 0.29899
-1.05388, -0.434623, 0.300376
-1.05395, -0.435775, 0.30176
-1.05402, -0.436925, 0.303143
-1.05408, -0.438074, 0.304525
-1.05415, -0.439222, 0.305905
-1.05421, -0.440368, 0.307283
-1.05427, -0.441513, 0.30866
-1.05434, -0.442657, 0.310036
-1.0544, -0.4438, 0.311409
-1.05446, -0.444942, 0.312781
-1.05451, -0.446082, 0.314151
-1.05457, -0.447222, 0.31552
-1.05462, -0.44836, 0.316887
-1.05468, -0.449498, 0.318252
-1.05473, -0.450634, 0.319615
-1.05478, -0.45177, 0.320976
-1.05483, -0.452905, 0.322336
-1.05488, -0.454039, 0.323694
-1.05493, -0.455172, 0.32505
-1.05498, -0.456304, 0.326404
-1.05503, -0.457435, 0.327757
-1.05508, -0.458566, 0.329107
-1.05512, -0.459696, 0.330456
-1.05517, -0.460826, 0.331802
-1.05521, -0.461955, 0.333147
-1.05525, -0.463083, 0.33449
-1.0553, -0.464211, 0.335831
-1.05534, -0.465338, 0.33717
-1.05538, -0.466465, 0.338508
-1.05542, -0.467591, 0.339843
-1.05546, -0.468717, 0.341176
-1.0555, -0.469843, 0.342508
-1.05554, -0.470968, 0.343838
-1.05558, -0.472093, 0.345166
-1.05562, -0.473218, 0.346491
-1.05565, -0.474343, 0.347815
-1.05569, -0.475467, 0.349138
-1.05573, -0.476592, 0.350458
-1.05577, -0.477716, 0.351776
-1.0558, -0.47884, 0.353093
-1.05584, -0.479964, 0.354407
-1.05588, -0.481089, 0.35572
-1.05591, -0.482213, 0.357031
-1.05595, -0.483337, 0.35834
-1.05599, -0.484462, 0.359648
-1.05602, -0.485586, 0.360953
-1.05606, -0.486711, 0.362257
-1.0561, -0.487836, 0.363559
-1.05613, -0.488961, 0.364859
-1.05617, -0.490087, 0.366158
-1.05621, -0.491212, 0.367454
-1.05624, -0.492339, 0.368749
-1.05628, -0.493465, 0.370043
-1.05632, -0.494592, 0.371334
-1.05636, -0.495719, 0.372624
-1.0564, -0.496847, 0.373912
-1.05643, -0.497976, 0.375199
-1.05647, -0.499105, 0.376484
-1.05651, -0.500234, 0.377767
-1.05655, -0.501364, 0.379049
-1.05659, -0.502495, 0.380329
-1.05663, -0.503626, 0.381607
-1.05667, -0.504758, 0.382884
-1.05671, -0.505891, 0.38416
-1.05676, -0.507025, 0.385433
-1.0568, -0.508159, 0.386706
-1.05684, -0.509294, 0.387977
-1.05689, -0.51043, 0.389246
-1.05693, -0.511567, 0.390514
-1.05698, -0.512705, 0.391781
-1.05702, -0.513843, 0.393046
-1.05707, -0.514983, 0.394309
-1.05712, -0.516123, 0.395572
-1.05717, -0.517265, 0.396833
-1.05721, -0.518408, 0.398092
-1.05726, -0.519551, 0.39935
-1.05731, -0.520696, 0.400607
-1.05737, -0.521842, 0.401863
-1.05742, -0.522988, 0.403117
-1.05747, -0.524137, 0.404371
-1.05753, -0.525286, 0.405622
-1.05758, -0.526436, 0.406873
-1.05764, -0.527588, 0.408123
-1.0577, -0.528741, 0.409371
-1.05775, -0.529895, 0.410618
-1.05781, -0.53105, 0.411864
-1.05787, -0.532207, 0.413109
-1.05793, -0.533365, 0.414353
-1.058, -0.534525, 0.415596
-1.05806, -0.535685, 0.416837
-1.05813, -0.536848, 0.418078
-1.05819, -0.538011, 0.419317
-1.05826, -0.539177, 0.420556
-1.05833, -0.540343, 0.421794
-1.0584, -0.541511, 0.42303
-1.05847, -0.542681, 0.424266
-1.05854, -0.543852, 0.425501
-1.05861, -0.545025, 0.426734
-1.05868, -0.546199, 0.427967
-1.05876, -0.547375, 0.429199
-1.05884, -0.548552, 0.430431
-1.05891, -0.549731, 0.431661
-1.05899, -0.550912, 0.432891
-1.05907, -0.552095, 0.434119
-1.05916, -0.553279, 0.435347
-1.05924, -0.554465, 0.436574
-1.05932, -0.555652, 0.437801
-1.05941, -0.556842, 0.439027
-1.0595, -0.558033, 0.440252
-1.05958, -0.559226, 0.441476
-1.05967, -0.56042, 0.4427
-1.05977, -0.561617, 0.443923
-1.05986, -0.562815, 0.445145
-1.05995, -0.564016, 0.446367
-1.06005, -0.565218, 0.447588
-1.06015, -0.566422, 0.448808
-1.06024, -0.567628, 0.450028
-1.06034, -0.568835, 0.451248
-1.06045, -0.570045, 0.452467
-1.06055, -0.571257, 0.453685
-1.06065, -0.572471, 0.454903
-1.06076, -0.573686, 0.45612
-1.06087, -0.574904, 0.457337
-1.06098, -0.576124, 0.458554
-1.06109, -0.577346, 0.45977
-1.0612, -0.578569, 0.460986
-1.06131, -0.579795, 0.462201
-1.06143, -0.581023, 0.463416
-1.06154, -0.582253, 0.464631
-1.06166, -0.583485, 0.465845
-1.06178, -0.58472, 0.467059
-1.0619, -0.585956, 0.468272
-1.06202, -0.587195, 0.469485
-1.06215, -0.588435, 0.470698
-1.06227, -0.589678, 0.471911
-1.0624, -0.590923, 0.473124
-1.06253, -0.592171, 0.474336
-1.06266, -0.59342, 0.475548
-1.06279, -0.594672, 0.47676
-1.06293, -0.595926, 0.477972
-1.06306, -0.597182, 0.479183
-1.0632, -0.598441, 0.480394
-1.06334, -0.599701, 0.481606
-1.06348, -0.600964, 0.482817
-1.06362, -0.60223, 0.484028
-1.06376, -0.603497, 0.485239
-1.0639, -0.604767, 0.48645
-1.06405, -0.60604, 0.48766
-1.0642, -0.607314, 0.488871
-1.06435, -0.608592, 0.490082
-1.0645, -0.609871, 0.491293
-1.06465, -0.611153, 0.492503
-1.06481, -0.612437, 0.493714
-1.06496, -0.613723, 0.494925
-1.06512, -0.615012, 0.496135
-1.06528, -0.616304, 0.497346
-1.06544, -0.617598, 0.498557
-1.0656, -0.618894, 0.499768
-1.06577, -0.620193, 0.500979
-1.06593, -0.621494, 0.50219
-1.0661, -0.622797, 0.503402
-1.06627, -0.624103, 0.504613
-1.06644, -0.625412, 0.505825
-1.06661, -0.626723, 0.507037
-1.06678, -0.628037, 0.508249
-1.06696, -0.629353, 0.509461
-1.06713, -0.630671, 0.510673
-1.06731, -0.631992, 0.511886
-1.06749, -0.633316, 0.513098
-1.06767, -0.634642, 0.514312
-1.06786, -0.635971, 0.515525
-1.06804, -0.637302, 0.516738
-1.06823, -0.638636, 0.517952
-1.06841, -0.639972, 0.519166
-1.0686, -0.641311, 0.520381
-1.0688, -0.642653, 0.521596
-1.06899, -0.643997, 0.522811
-1.06918, -0.645344, 0.524026
-1.06938, -0.646693, 0.525242
-1.06957, -0.648045, 0.526458
-1.06977, -0.649399, 0.527675
-1.06997, -0.650756, 0.528892
-1.07017, -0.652116, 0.530109
-1.07038, -0.653478, 0.531327
-1.07058, -0.654843, 0.532545
-1.07079, -0.656211, 0.533763
-1.071, -0.657581, 0.534982
-1.07121, -0.658954, 0.536202
-1.07142, -0.66033, 0.537422
-1.07163, -0.661708, 0.538642
-1.07184, -0.663089, 0.539863
-1.07206, -0.664472, 0.541084
-1.07227, -0.665858, 0.542306
-1.07249, -0.667247, 0.543529
-1.07271, -0.668639, 0.544752
-1.07293, -0.670033, 0.545975
-1.07316, -0.67143, 0.547199
-1.07338, -0.672829, 0.548424
-1.07361, -0.674231, 0.549649
-1.07383, -0.675636, 0.550874
-1.07406, -0.677044, 0.552101
-1.07429, -0.678454, 0.553328
-1.07452, -0.679867, 0.554555
-1.07475, -0.681283, 0.555783
-1.07499, -0.682701, 0.557012
-1.07522, -0.684122, 0.558241
-1.07546, -0.685546, 0.559471
-1.0757, -0.686973, 0.560702
-1.07594, -0.688402, 0.561933
-1.07618, -0.689834, 0.563165
-1.07642, -0.691268, 0.564397
-1.07667, -0.692706, 0.565631
-1.07691, -0.694146, 0.566865
-1.07716, -0.695588, 0.568099
-1.0774, -0.697034, 0.569334
-1.07765, -0.698482, 0.570571
-1.0779, -0.699933, 0.571807
-1.07816, -0.701387, 0.573045
-1.07841, -0.702843, 0.574283
-1.07866, -0.704302, 0.575522
-1.07892, -0.705764, 0.576762
-1.07917, -0.707228, 0.578002
-1.07943, -0.708695, 0.579243
-1.07969, -0.710165, 0.580485
-1.07995, -0.711638, 0.581728
-1.08021, -0.713113, 0.582971
-1.08048, -0.714591, 0.584216
-1.08074, -0.716072, 0.585461
-1.08101, -0.717555, 0.586707
-1.08127, -0.719041, 0.587954
-1.08154, -0.72053, 0.589201
-1.08181, -0.722022, 0.590449
-1.08208, -0.723516, 0.591699
-1.08235, -0.725013, 0.592949
-1.08262, -0.726513, 0.594199
-1.0829, -0.728015, 0.595451
-1.08317, -0.72952, 0.596703
-1.08345, -0.731028, 0.597957
-1.08373, -0.732539, 0.599211
-1.084, -0.734052, 0.600466
-1.08428, -0.735568, 0.601722
-1.08456, -0.737086, 0.602979
-1.08485, -0.738608, 0.604237
-1.08513, -0.740132, 0.605495
-1.08541, -0.741658, 0.606755
-1.0857, -0.743188, 0.608015
-1.08598, -0.74472, 0.609276
-1.08627, -0.746254, 0.610538
-1.08656, -0.747792, 0.611801
-1.08685, -0.749332, 0.613065
-1.08714, -0.750874, 0.61433
-1.08743, -0.75242, 0.615596
-1.08772, -0.753968, 0.616863
-1.08801, -0.755518, 0.61813
-1.0883, -0.757072, 0.619399
-1.0886, -0.758628, 0.620669
-1.08889, -0.760186, 0.621939
-1.08919, -0.761747, 0.62321
-1.08949, -0.763311, 0.624483
-1.08979, -0.764878, 0.625756
-1.09009, -0.766447, 0.62703
-1.09039, -0.768019, 0.628305
-1.09069, -0.769593, 0.629582
-1.09099, -0.77117, 0.630859
-1.09129, -0.77275, 0.632137
-1.0916, -0.774332, 0.633416
-1.0919, -0.775917, 0.634696
-1.09221, -0.777504, 0.635977
-1.09251, -0.779094, 0.637259
-1.09282, -0.780687, 0.638542
-1.09313, -0.782282, 0.639826
-1.09344, -0.78388, 0.64111
-1.09375, -0.78548, 0.642396
-1.09406, -0.787083, 0.643683
-1.09437, -0.788688, 0.644971
-1.09468, -0.790296, 0.64626
-1.09499, -0.791907, 0.64755
-1.09531, -0.79352, 0.64884
-1.09562, -0.795136, 0.650132
-1.09593, -0.796754, 0.651425
-1.09625, -0.798375, 0.652719
-1.09657, -0.799998, 0.654014
-1.09688, -0.801624, 0.65531
-1.0972, -0.803252, 0.656606
-1.09752, -0.804883, 0.657904
-1.09784, -0.806516, 0.659203
-1.09816, -0.808152, 0.660503
-1.09848, -0.80979, 0.661804
-1.0988, -0.811431, 0.663106
-1.09912, -0.813074, 0.664408
-1.09944, -0.81472, 0.665712
-1.09977, -0.816368, 0.667017
-1.10009, -0.818018, 0.668323
-1.10041, -0.819671, 0.66963
-1.10074, -0.821327, 0.670938
-1.10106, -0.822985, 0.672247
-1.10139, -0.824645, 0.673557
-1.10171, -0.826308, 0.674868
-1.10204, -0.827973, 0.67618
-1.10237, -0.829641, 0.677493
-1.10269, -0.831311, 0.678807
-1.10302, -0.832983, 0.680122
-1.10335, -0.834658, 0.681438
-1.10368, -0.836335, 0.682755
-1.10401, -0.838015, 0.684073
-1.10434, -0.839697, 0.685393
-1.10467, -0.841381, 0.686713
-1.105, -0.843067, 0.688034
-1.10533, -0.844756, 0.689356
-1.10567, -0.846448, 0.690679
-1.106, -0.848141, 0.692003
-1.10633, -0.849837, 0.693329
-1.10666, -0.851536, 0.694655
-1.107, -0.853236, 0.695982
-1.10733, -0.854939, 0.697311
-1.10767, -0.856644, 0.69864
-1.108, -0.858352, 0.69997
-1.10833, -0.860061, 0.701302
-1.10867, -0.861773, 0.702634
-1.10901, -0.863488, 0.703967
-1.10934, -0.865204, 0.705302
-1.10968, -0.866923, 0.706637
-1.11001, -0.868644, 0.707973
-1.11035, -0.870367, 0.709311
-1.11069, -0.872093, 0.710649
-1.11103, -0.87382, 0.711988
-1.11136, -0.87555, 0.713329
-1.1117, -0.877282, 0.71467
-1.11204, -0.879017, 0.716013
-1.11238, -0.880753, 0.717356
-1.11272, -0.882492, 0.7187
-1.11306, -0.884233, 0.720046
-1.11339, -0.885976, 0.721392
-1.11373, -0.887721, 0.72274
-1.11407, -0.889468, 0.724088
-1.11441, -0.891218, 0.725437
-1.11475, -0.892969, 0.726788
-1.11509, -0.894723, 0.728139
-1.11543, -0.896478, 0.729491
-1.11577, -0.898236, 0.730845
-1.11611, -0.899996, 0.732199
-1.11645, -0.901758, 0.733554
-1.1168, -0.903522, 0.734911
-1.11714, -0.905289, 0.736268
-1.11748, -0.907057, 0.737626
-1.11782, -0.908827, 0.738985
-1.11816, -0.9106, 0.740345
-1.1185, -0.912374, 0.741706
-1.11884, -0.91415, 0.743068
-1.11918, -0.915929, 0.744431
-1.11953, -0.917709, 0.745795
-1.11987, -0.919492, 0.74716
-1.12021, -0.921276, 0.748526
-1.12055, -0.923062, 0.749893
-1.12089, -0.924851, 0.751261
-1.12123, -0.926641, 0.75263
-1.12157, -0.928433, 0.753999
-1.12192, -0.930228, 0.75537
-1.12226, -0.932024, 0.756742
-1.1226, -0.933822, 0.758114
-1.12294, -0.935622, 0.759488
-1.12328, -0.937424, 0.760862
-1.12362, -0.939228, 0.762237
-1.12397, -0.941034, 0.763613
-1.12431, -0.942841, 0.764991
-1.12465, -0.944651, 0.766369
-1.12499, -0.946462, 0.767748
-1.12533, -0.948275, 0.769128
-1.12567, -0.95009, 0.770508
-1.12601, -0.951907, 0.77189
-1.12635, -0.953726, 0.773273
-1.1267, -0.955547, 0.774656
-1.12704, -0.957369, 0.776041
-1.12738, -0.959193, 0.777426
-1.12772, -0.961019, 0.778812
-1.12806, -0.962847, 0.780199
-1.1284, -0.964677, 0.781587
-1.12874, -0.966508, 0.782976
-1.12908, -0.968341, 0.784366
-1.12942, -0.970176, 0.785757
-1.12976, -0.972013, 0.787148
-1.1301, -0.973851, 0.788541
-1.13044, -0.975691, 0.789934
-1.13077, -0.977533, 0.791328
-1.13111, -0.979376, 0.792723
-1.13145, -0.981222, 0.794119
-1.13179, -0.983069, 0.795516
-1.13213, -0.984917, 0.796913
-1.13247, -0.986767, 0.798311
-1.1328, -0.988619, 0.799711
-1.13314, -0.990473, 0.801111
-1.13348, -0.992328, 0.802512
-1.13382, -0.994185, 0.803913
-1.13415, -0.996043, 0.805316
-1.13449, -0.997904, 0.806719
-1.13482, -0.999765, 0.808124
-1.13516, -1.00163, 0.809529
-1.1355, -1.00349, 0.810935
-1.13583, -1.00536, 0.812341
-1.13617, -1.00723, 0.813749
-1.1365, -1.0091, 0.815157
-1.13684, -1.01097, 0.816566
-1.13717, -1.01284, 0.817976
-1.1375, -1.01472, 0.819387
-1.13784, -1.01659, 0.820798
-1.13817, -1.01847, 0.82221
-1.1385, -1.02035, 0.823623
-1.13883, -1.02223, 0.825037
-1.13917, -1.02411, 0.826452
-1.1395, -1.02599, 0.827867
-1.13983, -1.02788, 0.829283
-1.14016, -1.02976, 0.8307
-1.14049, -1.03165, 0.832118
-1.14082, -1.03354, 0.833536
-1.14115, -1.03543, 0.834955
-1.14148, -1.03732, 0.836375
-1.14181, -1.03922, 0.837796
-1.14214, -1.04111, 0.839217
-1.14246, -1.04301, 0.840639
-1.14279, -1.04491, 0.842062
-1.14312, -1.0468, 0.843486
-1.14344, -1.04871, 0.84491
-1.14377, -1.05061, 0.846335
-1.1441, -1.05251, 0.847761
-1.14442, -1.05441, 0.849187
-1.14475, -1.05632, 0.850614
-1.14507, -1.05823, 0.852042
-1.1454, -1.06014, 0.85347
-1.14572, -1.06205, 0.8549
-1.14604, -1.06396, 0.85633
-1.14636, -1.06587, 0.85776
-1.14669, -1.06778, 0.859191
-1.14701, -1.0697, 0.860623
-1.14733, -1.07161, 0.862056
-1.14765, -1.07353, 0.863489
-1.14797, -1.07545, 0.864923
-1.14829, -1.07737, 0.866358
-1.14861, -1.07929, 0.867793
-1.14893, -1.08121, 0.869229
-1.14924, -1.08314, 0.870666
-1.14956, -1.08506, 0.872103
-1.14988, -1.08699, 0.873541
-1.15019, -1.08892, 0.874979
-1.15051, -1.09084, 0.876418
-1.15083, -1.09277, 0.877858
-1.15114, -1.0947, 0.879298
-1.15145, -1.09664, 0.880739
-1.15177, -1.09857, 0.882181
-1.15208, -1.1005, 0.883623
-1.15239, -1.10244, 0.885066
-1.1527, -1.10438, 0.886509
